Vehicle_ID,Model_Year,Brand,Model,Electric_Vehicle_Type,CAFV_Eligibility,Electric_Range,Base_MSRP,Vehicle_Age,Price_Category,Range_Category,Vehicle_Type
118850,2023,Mahindra Electric,450X,BEV,Not Eligible,215,966888,3,Budget,Medium,2 Wheeler
118851,2023,Hyundai Ev,Xuv400,BEV,Eligible,369,3544751,3,Premium,Medium,4 Wheeler
118852,2023,Mahindra Electric,S1 Pro,BEV,Eligible,102,4470744,3,Premium,Short,2 Wheeler
118853,2023,Byd India,Nexon Ev,BEV,Not Eligible,232,2922522,3,Midrange,Medium,4 Wheeler
118854,2023,Byd India,Zs Ev,BEV,Eligible,188,2227242,3,Midrange,Short,4 Wheeler
118855,2023,Tvs Motor,Iqube,BEV,Eligible,387,923821,3,Budget,Medium,2 Wheeler
118856,2023,Tata Motors,Kona Ev,PHEV,Not Eligible,94,4277792,3,Premium,Short,4 Wheeler
118857,2023,Tvs Motor,Kona Ev,BEV,Eligible,306,4461170,3,Premium,Medium,4 Wheeler
118858,2023,Mg Motor India,Zs Ev,PHEV,Eligible,257,3212657,3,Premium,Medium,4 Wheeler
118859,2023,Tvs Motor,Xuv400,BEV,Eligible,240,1978084,3,Midrange,Medium,4 Wheeler
118860,2023,Tvs Motor,Xuv400,PHEV,Eligible,344,2508671,3,Midrange,Medium,4 Wheeler
118861,2023,Hyundai Ev,Kona Ev,BEV,Eligible,485,4166453,3,Premium,Long,4 Wheeler
118862,2023,Ather Energy,Nexon Ev,BEV,Eligible,395,3643219,3,Premium,Medium,4 Wheeler
118863,2023,Ola Electric,Kona Ev,BEV,Not Eligible,480,1384331,3,Budget,Long,4 Wheeler
118864,2023,Mg Motor India,Iqube,BEV,Eligible,478,4362860,3,Premium,Long,2 Wheeler
118865,2023,Mg Motor India,Xuv400,BEV,Not Eligible,234,4420939,3,Premium,Medium,4 Wheeler
118866,2023,Hyundai Ev,Atto 3,BEV,Eligible,153,2807236,3,Midrange,Short,4 Wheeler
118867,2023,Tvs Motor,Iqube,PHEV,Eligible,220,1073024,3,Budget,Medium,2 Wheeler
118868,2023,Hyundai Ev,S1 Pro,BEV,Eligible,452,4299007,3,Premium,Long,2 Wheeler
118869,2023,Mahindra Electric,450X,BEV,Eligible,101,3121502,3,Premium,Short,2 Wheeler
118870,2023,Hyundai Ev,Zs Ev,BEV,Not Eligible,338,4440840,3,Premium,Medium,4 Wheeler
118871,2023,Mg Motor India,Nexon Ev,BEV,Eligible,259,3076292,3,Premium,Medium,4 Wheeler
118872,2023,Mahindra Electric,Nexon Ev,BEV,Not Eligible,375,1682550,3,Midrange,Medium,4 Wheeler
118873,2023,Mg Motor India,Atto 3,BEV,Not Eligible,194,3727620,3,Premium,Short,4 Wheeler
118874,2023,Mg Motor India,450X,BEV,Eligible,299,4337225,3,Premium,Medium,2 Wheeler
118875,2023,Hyundai Ev,450X,BEV,Eligible,394,3560257,3,Premium,Medium,2 Wheeler
118876,2023,Ather Energy,Nexon Ev,BEV,Not Eligible,132,1405373,3,Budget,Short,4 Wheeler
118877,2023,Mg Motor India,Atto 3,BEV,Eligible,211,3476935,3,Premium,Medium,4 Wheeler
118878,2023,Ather Energy,Iqube,PHEV,Eligible,364,4297812,3,Premium,Medium,2 Wheeler
118879,2023,Tvs Motor,450X,BEV,Eligible,213,2792243,3,Midrange,Medium,2 Wheeler
118880,2023,Tata Motors,Kona Ev,BEV,Not Eligible,101,1069437,3,Budget,Short,4 Wheeler
118881,2023,Hyundai Ev,Xuv400,BEV,Eligible,331,1357466,3,Budget,Medium,4 Wheeler
118882,2023,Tvs Motor,Iqube,PHEV,Not Eligible,153,2007729,3,Midrange,Short,2 Wheeler
118883,2023,Byd India,450X,BEV,Eligible,262,1443250,3,Budget,Medium,2 Wheeler
118884,2023,Tvs Motor,Atto 3,BEV,Eligible,413,2429946,3,Midrange,Long,4 Wheeler
118885,2023,Byd India,Kona Ev,BEV,Eligible,151,3468480,3,Premium,Short,4 Wheeler
118886,2023,Mahindra Electric,Atto 3,BEV,Eligible,395,2490296,3,Midrange,Medium,4 Wheeler
118887,2023,Byd India,Atto 3,BEV,Eligible,151,1766608,3,Midrange,Short,4 Wheeler
118888,2023,Hyundai Ev,Xuv400,BEV,Eligible,192,4477275,3,Premium,Short,4 Wheeler
118889,2023,Mahindra Electric,Iqube,BEV,Eligible,170,922331,3,Budget,Short,2 Wheeler
118890,2023,Ather Energy,Xuv400,PHEV,Eligible,454,1241730,3,Budget,Long,4 Wheeler
118891,2023,Tvs Motor,Zs Ev,BEV,Not Eligible,360,2352185,3,Midrange,Medium,4 Wheeler
118892,2023,Tvs Motor,Kona Ev,BEV,Eligible,112,1032394,3,Budget,Short,4 Wheeler
118893,2023,Mahindra Electric,Zs Ev,PHEV,Not Eligible,488,4332131,3,Premium,Long,4 Wheeler
118894,2023,Ola Electric,Zs Ev,PHEV,Eligible,87,2508358,3,Midrange,Short,4 Wheeler
118895,2023,Hyundai Ev,Kona Ev,BEV,Eligible,248,2782707,3,Midrange,Medium,4 Wheeler
118896,2023,Byd India,Iqube,PHEV,Not Eligible,345,3708602,3,Premium,Medium,2 Wheeler
118897,2023,Hyundai Ev,450X,PHEV,Eligible,479,3167481,3,Premium,Long,2 Wheeler
118898,2023,Hyundai Ev,Atto 3,BEV,Not Eligible,331,1667448,3,Midrange,Medium,4 Wheeler
118899,2023,Tvs Motor,Atto 3,BEV,Eligible,336,3100768,3,Premium,Medium,4 Wheeler
118900,2023,Byd India,450X,BEV,Eligible,467,3469949,3,Premium,Long,2 Wheeler
118901,2023,Mahindra Electric,Nexon Ev,BEV,Eligible,276,1021873,3,Budget,Medium,4 Wheeler
118902,2023,Tata Motors,Iqube,BEV,Eligible,137,1618234,3,Midrange,Short,2 Wheeler
118903,2023,Byd India,Xuv400,BEV,Eligible,127,2388417,3,Midrange,Short,4 Wheeler
118904,2023,Tvs Motor,Zs Ev,BEV,Eligible,504,1491313,3,Budget,Long,4 Wheeler
118905,2023,Mahindra Electric,Atto 3,BEV,Eligible,111,2703584,3,Midrange,Short,4 Wheeler
118906,2023,Tvs Motor,Nexon Ev,BEV,Eligible,390,1262895,3,Budget,Medium,4 Wheeler
118907,2023,Mg Motor India,Zs Ev,BEV,Eligible,181,1222566,3,Budget,Short,4 Wheeler
118908,2023,Ather Energy,450X,BEV,Not Eligible,300,2887764,3,Midrange,Medium,2 Wheeler
118909,2023,Tata Motors,Iqube,PHEV,Eligible,412,2427510,3,Midrange,Long,2 Wheeler
118910,2023,Hyundai Ev,Kona Ev,BEV,Eligible,117,2920470,3,Midrange,Short,4 Wheeler
118911,2023,Mg Motor India,450X,BEV,Eligible,200,1149318,3,Budget,Medium,2 Wheeler
118912,2023,Ather Energy,Zs Ev,PHEV,Eligible,512,2726080,3,Midrange,Long,4 Wheeler
118913,2023,Byd India,Kona Ev,BEV,Eligible,235,3617786,3,Premium,Medium,4 Wheeler
118914,2023,Ola Electric,450X,BEV,Eligible,218,1161930,3,Budget,Medium,2 Wheeler
118915,2023,Ather Energy,Kona Ev,BEV,Not Eligible,239,3694727,3,Premium,Medium,4 Wheeler
118916,2023,Ather Energy,Iqube,BEV,Eligible,289,1043738,3,Budget,Medium,2 Wheeler
118917,2023,Hyundai Ev,Kona Ev,BEV,Eligible,258,3295369,3,Premium,Medium,4 Wheeler
118918,2023,Tvs Motor,Xuv400,BEV,Not Eligible,270,4130004,3,Premium,Medium,4 Wheeler
118919,2023,Mahindra Electric,Xuv400,BEV,Not Eligible,281,2352365,3,Midrange,Medium,4 Wheeler
118920,2023,Tvs Motor,Atto 3,BEV,Not Eligible,411,4046601,3,Premium,Long,4 Wheeler
118921,2023,Byd India,S1 Pro,BEV,Eligible,173,4154919,3,Premium,Short,2 Wheeler
118922,2023,Tata Motors,Kona Ev,PHEV,Eligible,233,1846785,3,Midrange,Medium,4 Wheeler
118923,2023,Mg Motor India,Xuv400,PHEV,Eligible,373,987978,3,Budget,Medium,4 Wheeler
118924,2023,Ola Electric,Nexon Ev,PHEV,Eligible,263,918950,3,Budget,Medium,4 Wheeler
118925,2023,Mahindra Electric,Xuv400,PHEV,Eligible,130,1038926,3,Budget,Short,4 Wheeler
118926,2023,Byd India,Xuv400,BEV,Not Eligible,104,2178456,3,Midrange,Short,4 Wheeler
118927,2023,Hyundai Ev,Zs Ev,BEV,Eligible,135,2661667,3,Midrange,Short,4 Wheeler
118928,2023,Hyundai Ev,Nexon Ev,BEV,Not Eligible,413,2471110,3,Midrange,Long,4 Wheeler
118929,2023,Tvs Motor,Iqube,BEV,Eligible,81,1904255,3,Midrange,Short,2 Wheeler
118930,2023,Mg Motor India,Nexon Ev,BEV,Not Eligible,445,4134800,3,Premium,Long,4 Wheeler
118931,2023,Byd India,Iqube,BEV,Eligible,109,3623563,3,Premium,Short,2 Wheeler
118932,2023,Ola Electric,S1 Pro,BEV,Not Eligible,203,1063141,3,Budget,Medium,2 Wheeler
118933,2023,Mahindra Electric,Atto 3,PHEV,Eligible,213,4337169,3,Premium,Medium,4 Wheeler
118934,2023,Ola Electric,450X,BEV,Eligible,443,2492197,3,Midrange,Long,2 Wheeler
118935,2023,Mg Motor India,Zs Ev,BEV,Eligible,395,1624975,3,Midrange,Medium,4 Wheeler
118936,2023,Hyundai Ev,Zs Ev,BEV,Eligible,458,4080025,3,Premium,Long,4 Wheeler
118937,2023,Tvs Motor,Iqube,BEV,Not Eligible,511,1124312,3,Budget,Long,2 Wheeler
118938,2023,Hyundai Ev,S1 Pro,BEV,Not Eligible,264,4454081,3,Premium,Medium,2 Wheeler
118939,2023,Ather Energy,Atto 3,BEV,Eligible,188,3170343,3,Premium,Short,4 Wheeler
118940,2023,Byd India,S1 Pro,BEV,Eligible,296,2349085,3,Midrange,Medium,2 Wheeler
118941,2023,Ather Energy,Kona Ev,BEV,Eligible,102,1467822,3,Budget,Short,4 Wheeler
118942,2023,Mg Motor India,Atto 3,BEV,Eligible,455,4399324,3,Premium,Long,4 Wheeler
118943,2023,Mg Motor India,Zs Ev,BEV,Eligible,415,3682219,3,Premium,Long,4 Wheeler
118944,2023,Hyundai Ev,Iqube,BEV,Eligible,397,1043415,3,Budget,Medium,2 Wheeler
118945,2023,Ather Energy,450X,BEV,Eligible,109,2427147,3,Midrange,Short,2 Wheeler
118946,2023,Hyundai Ev,Iqube,BEV,Eligible,442,2729611,3,Midrange,Long,2 Wheeler
118947,2023,Ather Energy,Kona Ev,BEV,Eligible,475,2483087,3,Midrange,Long,4 Wheeler
118948,2023,Tvs Motor,Iqube,BEV,Not Eligible,462,4449227,3,Premium,Long,2 Wheeler
118949,2023,Byd India,Xuv400,BEV,Eligible,518,2670560,3,Midrange,Long,4 Wheeler
118950,2023,Ather Energy,Iqube,BEV,Eligible,432,2771449,3,Midrange,Long,2 Wheeler
118951,2023,Ola Electric,Nexon Ev,BEV,Eligible,355,3486149,3,Premium,Medium,4 Wheeler
118952,2023,Mahindra Electric,Xuv400,BEV,Eligible,350,2050397,3,Midrange,Medium,4 Wheeler
118953,2023,Hyundai Ev,Nexon Ev,BEV,Eligible,184,3969208,3,Premium,Short,4 Wheeler
118954,2023,Hyundai Ev,Zs Ev,BEV,Not Eligible,111,1707994,3,Midrange,Short,4 Wheeler
118955,2023,Ather Energy,Zs Ev,BEV,Eligible,456,2787228,3,Midrange,Long,4 Wheeler
118956,2023,Mg Motor India,Xuv400,BEV,Eligible,449,4466131,3,Premium,Long,4 Wheeler
118957,2023,Byd India,Nexon Ev,BEV,Eligible,139,2689959,3,Midrange,Short,4 Wheeler
118958,2023,Hyundai Ev,450X,BEV,Not Eligible,160,2589508,3,Midrange,Short,2 Wheeler
118959,2023,Hyundai Ev,Iqube,BEV,Eligible,498,962412,3,Budget,Long,2 Wheeler
118960,2023,Mahindra Electric,S1 Pro,BEV,Not Eligible,394,1496023,3,Budget,Medium,2 Wheeler
118961,2023,Tvs Motor,Zs Ev,BEV,Eligible,305,1863398,3,Midrange,Medium,4 Wheeler
118962,2023,Ather Energy,Atto 3,BEV,Eligible,513,3631685,3,Premium,Long,4 Wheeler
118963,2023,Ather Energy,Xuv400,BEV,Eligible,337,2600686,3,Midrange,Medium,4 Wheeler
118964,2023,Tvs Motor,Zs Ev,BEV,Eligible,268,3685617,3,Premium,Medium,4 Wheeler
118965,2023,Mg Motor India,450X,BEV,Eligible,245,3151862,3,Premium,Medium,2 Wheeler
118966,2023,Byd India,Nexon Ev,BEV,Eligible,506,3193588,3,Premium,Long,4 Wheeler
118967,2023,Ather Energy,Zs Ev,BEV,Eligible,361,2613414,3,Midrange,Medium,4 Wheeler
118968,2023,Ather Energy,Atto 3,BEV,Not Eligible,151,927365,3,Budget,Short,4 Wheeler
118969,2023,Tvs Motor,Atto 3,PHEV,Eligible,278,1648102,3,Midrange,Medium,4 Wheeler
118970,2023,Mahindra Electric,Nexon Ev,BEV,Not Eligible,491,1771550,3,Midrange,Long,4 Wheeler
118971,2023,Ola Electric,Atto 3,BEV,Eligible,415,1113055,3,Budget,Long,4 Wheeler
118972,2023,Ola Electric,450X,BEV,Eligible,394,2564569,3,Midrange,Medium,2 Wheeler
118973,2023,Byd India,450X,BEV,Eligible,167,4021748,3,Premium,Short,2 Wheeler
118974,2023,Mg Motor India,Nexon Ev,BEV,Not Eligible,187,1602153,3,Midrange,Short,4 Wheeler
118975,2023,Byd India,Xuv400,BEV,Eligible,264,2417932,3,Midrange,Medium,4 Wheeler
118976,2023,Ather Energy,Kona Ev,BEV,Eligible,160,3038165,3,Premium,Short,4 Wheeler
118977,2023,Mahindra Electric,Zs Ev,BEV,Eligible,212,1994693,3,Midrange,Medium,4 Wheeler
118978,2023,Ather Energy,450X,BEV,Not Eligible,402,2031545,3,Midrange,Long,2 Wheeler
118979,2023,Ather Energy,Nexon Ev,BEV,Not Eligible,332,1369640,3,Budget,Medium,4 Wheeler
118980,2023,Mg Motor India,Atto 3,BEV,Eligible,140,2009816,3,Midrange,Short,4 Wheeler
118981,2023,Ather Energy,Atto 3,BEV,Eligible,394,3189709,3,Premium,Medium,4 Wheeler
118982,2023,Hyundai Ev,S1 Pro,BEV,Eligible,364,1898580,3,Midrange,Medium,2 Wheeler
118983,2023,Mahindra Electric,Zs Ev,BEV,Not Eligible,490,2937679,3,Midrange,Long,4 Wheeler
118984,2023,Mg Motor India,Kona Ev,BEV,Eligible,442,3373193,3,Premium,Long,4 Wheeler
118985,2023,Mahindra Electric,Atto 3,PHEV,Eligible,249,2730314,3,Midrange,Medium,4 Wheeler
118986,2023,Ather Energy,Kona Ev,BEV,Not Eligible,443,2212625,3,Midrange,Long,4 Wheeler
118987,2023,Hyundai Ev,450X,BEV,Eligible,252,2116123,3,Midrange,Medium,2 Wheeler
118988,2023,Ola Electric,450X,BEV,Eligible,102,2125289,3,Midrange,Short,2 Wheeler
118989,2023,Ola Electric,S1 Pro,PHEV,Eligible,517,3150969,3,Premium,Long,2 Wheeler
118990,2023,Hyundai Ev,Zs Ev,BEV,Eligible,268,2229823,3,Midrange,Medium,4 Wheeler
118991,2023,Byd India,Kona Ev,BEV,Eligible,196,1975975,3,Midrange,Short,4 Wheeler
118992,2023,Ather Energy,S1 Pro,BEV,Eligible,350,4474893,3,Premium,Medium,2 Wheeler
118993,2023,Ola Electric,Nexon Ev,PHEV,Eligible,366,3166670,3,Premium,Medium,4 Wheeler
118994,2023,Byd India,Atto 3,BEV,Eligible,279,2759688,3,Midrange,Medium,4 Wheeler
118995,2023,Mg Motor India,450X,BEV,Eligible,508,3870209,3,Premium,Long,2 Wheeler
118996,2023,Ather Energy,S1 Pro,BEV,Eligible,429,951491,3,Budget,Long,2 Wheeler
118997,2023,Tata Motors,S1 Pro,BEV,Eligible,485,1594621,3,Midrange,Long,2 Wheeler
118998,2023,Byd India,Atto 3,PHEV,Eligible,435,3801899,3,Premium,Long,4 Wheeler
118999,2023,Hyundai Ev,Xuv400,BEV,Eligible,271,1403190,3,Budget,Medium,4 Wheeler
119000,2023,Tata Motors,Xuv400,BEV,Eligible,98,3594912,3,Premium,Short,4 Wheeler
119001,2023,Ather Energy,Iqube,BEV,Eligible,245,1122579,3,Budget,Medium,2 Wheeler
119002,2023,Mg Motor India,Atto 3,BEV,Eligible,173,2324815,3,Midrange,Short,4 Wheeler
119003,2023,Byd India,Iqube,PHEV,Eligible,500,2014180,3,Midrange,Long,2 Wheeler
119004,2023,Tata Motors,Iqube,BEV,Not Eligible,477,2284879,3,Midrange,Long,2 Wheeler
119005,2023,Mg Motor India,450X,BEV,Not Eligible,494,2237037,3,Midrange,Long,2 Wheeler
119006,2023,Hyundai Ev,Kona Ev,BEV,Eligible,465,4136515,3,Premium,Long,4 Wheeler
119007,2023,Tvs Motor,Xuv400,BEV,Eligible,374,3891830,3,Premium,Medium,4 Wheeler
119008,2023,Ather Energy,Nexon Ev,BEV,Eligible,397,2527967,3,Midrange,Medium,4 Wheeler
119009,2023,Tvs Motor,Xuv400,BEV,Eligible,237,2607305,3,Midrange,Medium,4 Wheeler
119010,2023,Mahindra Electric,Atto 3,BEV,Not Eligible,136,2062815,3,Midrange,Short,4 Wheeler
119011,2023,Hyundai Ev,Iqube,BEV,Not Eligible,447,3046470,3,Premium,Long,2 Wheeler
119012,2023,Tata Motors,Nexon Ev,BEV,Eligible,477,911579,3,Budget,Long,4 Wheeler
119013,2023,Tvs Motor,S1 Pro,BEV,Eligible,165,1840730,3,Midrange,Short,2 Wheeler
119014,2023,Byd India,Atto 3,BEV,Eligible,323,1760448,3,Midrange,Medium,4 Wheeler
119015,2023,Mg Motor India,Kona Ev,BEV,Eligible,270,2612603,3,Midrange,Medium,4 Wheeler
119016,2023,Tvs Motor,Kona Ev,BEV,Not Eligible,126,2441662,3,Midrange,Short,4 Wheeler
119017,2023,Mahindra Electric,Zs Ev,BEV,Eligible,471,3970951,3,Premium,Long,4 Wheeler
119018,2023,Mahindra Electric,Nexon Ev,BEV,Eligible,412,3186311,3,Premium,Long,4 Wheeler
119019,2023,Tata Motors,S1 Pro,BEV,Eligible,263,1328131,3,Budget,Medium,2 Wheeler
119020,2023,Tvs Motor,Kona Ev,BEV,Eligible,408,1267095,3,Budget,Long,4 Wheeler
119021,2023,Tata Motors,450X,BEV,Eligible,468,4195725,3,Premium,Long,2 Wheeler
119022,2023,Tvs Motor,Iqube,PHEV,Eligible,358,1455785,3,Budget,Medium,2 Wheeler
119023,2023,Hyundai Ev,Zs Ev,BEV,Eligible,500,3522828,3,Premium,Long,4 Wheeler
119024,2023,Tata Motors,Xuv400,PHEV,Eligible,500,997907,3,Budget,Long,4 Wheeler
119025,2023,Mahindra Electric,Xuv400,BEV,Eligible,139,3736057,3,Premium,Short,4 Wheeler
119026,2023,Ather Energy,Xuv400,BEV,Not Eligible,423,1169608,3,Budget,Long,4 Wheeler
119027,2023,Ola Electric,Xuv400,BEV,Eligible,202,4377839,3,Premium,Medium,4 Wheeler
119028,2023,Tata Motors,Iqube,BEV,Eligible,210,4070952,3,Premium,Medium,2 Wheeler
119029,2023,Byd India,Atto 3,BEV,Not Eligible,256,4092872,3,Premium,Medium,4 Wheeler
119030,2023,Mahindra Electric,Iqube,BEV,Eligible,146,988175,3,Budget,Short,2 Wheeler
119031,2023,Tvs Motor,450X,BEV,Eligible,299,3762225,3,Premium,Medium,2 Wheeler
119032,2023,Tvs Motor,450X,BEV,Eligible,335,2423351,3,Midrange,Medium,2 Wheeler
119033,2023,Tata Motors,S1 Pro,PHEV,Eligible,479,1854120,3,Midrange,Long,2 Wheeler
119034,2023,Mahindra Electric,Iqube,BEV,Eligible,447,2025331,3,Midrange,Long,2 Wheeler
119035,2023,Mahindra Electric,Xuv400,BEV,Eligible,513,3924779,3,Premium,Long,4 Wheeler
119036,2023,Byd India,Nexon Ev,BEV,Not Eligible,296,1842345,3,Midrange,Medium,4 Wheeler
119037,2023,Mahindra Electric,Xuv400,BEV,Eligible,88,1824960,3,Midrange,Short,4 Wheeler
119038,2023,Tvs Motor,Xuv400,BEV,Eligible,293,4312879,3,Premium,Medium,4 Wheeler
119039,2023,Hyundai Ev,Nexon Ev,BEV,Eligible,444,3336264,3,Premium,Long,4 Wheeler
119040,2023,Mg Motor India,Nexon Ev,BEV,Eligible,157,1757960,3,Midrange,Short,4 Wheeler
119041,2023,Ather Energy,Iqube,PHEV,Eligible,476,3249993,3,Premium,Long,2 Wheeler
119042,2023,Mahindra Electric,Atto 3,BEV,Eligible,313,1181172,3,Budget,Medium,4 Wheeler
119043,2023,Mahindra Electric,Nexon Ev,BEV,Eligible,310,3679096,3,Premium,Medium,4 Wheeler
119044,2023,Tvs Motor,Iqube,BEV,Eligible,183,3550474,3,Premium,Short,2 Wheeler
119045,2023,Ola Electric,450X,BEV,Eligible,137,2433649,3,Midrange,Short,2 Wheeler
119046,2023,Tata Motors,Nexon Ev,BEV,Eligible,267,1805492,3,Midrange,Medium,4 Wheeler
119047,2023,Ola Electric,Zs Ev,BEV,Not Eligible,518,1632453,3,Midrange,Long,4 Wheeler
119048,2023,Byd India,Kona Ev,BEV,Not Eligible,298,937666,3,Budget,Medium,4 Wheeler
119049,2023,Mahindra Electric,Kona Ev,BEV,Eligible,328,2466459,3,Midrange,Medium,4 Wheeler
119050,2023,Mahindra Electric,Kona Ev,BEV,Eligible,274,2758597,3,Midrange,Medium,4 Wheeler
119051,2023,Mahindra Electric,Xuv400,BEV,Not Eligible,339,3467391,3,Premium,Medium,4 Wheeler
119052,2023,Mg Motor India,450X,PHEV,Eligible,304,3455010,3,Premium,Medium,2 Wheeler
119053,2023,Tata Motors,450X,BEV,Eligible,259,3643712,3,Premium,Medium,2 Wheeler
119054,2023,Ather Energy,Atto 3,BEV,Eligible,103,1998596,3,Midrange,Short,4 Wheeler
119055,2023,Mahindra Electric,Atto 3,BEV,Eligible,346,2231212,3,Midrange,Medium,4 Wheeler
119056,2023,Byd India,450X,BEV,Not Eligible,101,4357282,3,Premium,Short,2 Wheeler
119057,2023,Mg Motor India,Zs Ev,BEV,Eligible,363,4064838,3,Premium,Medium,4 Wheeler
119058,2023,Ola Electric,Iqube,BEV,Eligible,304,3034947,3,Premium,Medium,2 Wheeler
119059,2023,Hyundai Ev,Iqube,BEV,Not Eligible,240,1657943,3,Midrange,Medium,2 Wheeler
119060,2023,Hyundai Ev,Nexon Ev,BEV,Eligible,393,3029475,3,Premium,Medium,4 Wheeler
119061,2023,Tvs Motor,Zs Ev,BEV,Eligible,182,1668457,3,Midrange,Short,4 Wheeler
119062,2023,Hyundai Ev,Zs Ev,BEV,Eligible,280,3104791,3,Premium,Medium,4 Wheeler
119063,2023,Mahindra Electric,Atto 3,BEV,Eligible,466,1368468,3,Budget,Long,4 Wheeler
119064,2023,Ather Energy,Zs Ev,BEV,Not Eligible,487,3060210,3,Premium,Long,4 Wheeler
119065,2023,Mahindra Electric,Kona Ev,BEV,Eligible,119,1100112,3,Budget,Short,4 Wheeler
119066,2023,Tvs Motor,Xuv400,BEV,Eligible,208,2577610,3,Midrange,Medium,4 Wheeler
119067,2023,Mahindra Electric,Zs Ev,BEV,Not Eligible,355,2401998,3,Midrange,Medium,4 Wheeler
119068,2023,Tata Motors,Iqube,BEV,Eligible,329,2411137,3,Midrange,Medium,2 Wheeler
119069,2023,Mahindra Electric,Kona Ev,BEV,Eligible,88,2106272,3,Midrange,Short,4 Wheeler
119070,2023,Ather Energy,450X,BEV,Eligible,272,3588068,3,Premium,Medium,2 Wheeler
119071,2023,Ather Energy,S1 Pro,BEV,Eligible,142,2557921,3,Midrange,Short,2 Wheeler
119072,2023,Ola Electric,Kona Ev,BEV,Eligible,428,1215733,3,Budget,Long,4 Wheeler
119073,2023,Hyundai Ev,Xuv400,BEV,Eligible,177,2013867,3,Midrange,Short,4 Wheeler
119074,2023,Byd India,Zs Ev,BEV,Eligible,417,4495479,3,Premium,Long,4 Wheeler
119075,2023,Ola Electric,Kona Ev,BEV,Eligible,297,4049302,3,Premium,Medium,4 Wheeler
119076,2023,Ola Electric,Iqube,BEV,Not Eligible,117,2850077,3,Midrange,Short,2 Wheeler
119077,2023,Tata Motors,Zs Ev,BEV,Not Eligible,410,3800185,3,Premium,Long,4 Wheeler
119078,2023,Byd India,Nexon Ev,PHEV,Not Eligible,192,1240843,3,Budget,Short,4 Wheeler
119079,2023,Mg Motor India,S1 Pro,BEV,Eligible,304,2539212,3,Midrange,Medium,2 Wheeler
119080,2023,Hyundai Ev,Xuv400,BEV,Eligible,362,1368439,3,Budget,Medium,4 Wheeler
119081,2023,Mg Motor India,Xuv400,BEV,Eligible,501,1119838,3,Budget,Long,4 Wheeler
119082,2023,Hyundai Ev,Atto 3,BEV,Eligible,308,3978352,3,Premium,Medium,4 Wheeler
119083,2023,Mahindra Electric,S1 Pro,BEV,Eligible,154,3036706,3,Premium,Short,2 Wheeler
119084,2023,Byd India,450X,BEV,Eligible,315,4096861,3,Premium,Medium,2 Wheeler
119085,2023,Mahindra Electric,Atto 3,BEV,Eligible,300,3864408,3,Premium,Medium,4 Wheeler
119086,2023,Tata Motors,Atto 3,BEV,Not Eligible,249,2903087,3,Midrange,Medium,4 Wheeler
119087,2023,Tvs Motor,Nexon Ev,PHEV,Not Eligible,352,4496512,3,Premium,Medium,4 Wheeler
119088,2023,Hyundai Ev,Nexon Ev,BEV,Eligible,156,4468745,3,Premium,Short,4 Wheeler
119089,2023,Mg Motor India,Atto 3,BEV,Eligible,358,2297962,3,Midrange,Medium,4 Wheeler
119090,2023,Ola Electric,450X,BEV,Eligible,481,2494129,3,Midrange,Long,2 Wheeler
119091,2023,Ola Electric,Xuv400,PHEV,Eligible,117,3521960,3,Premium,Short,4 Wheeler
119092,2023,Tata Motors,450X,PHEV,Eligible,372,1110719,3,Budget,Medium,2 Wheeler
119093,2023,Hyundai Ev,450X,BEV,Eligible,142,4375887,3,Premium,Short,2 Wheeler
119094,2023,Mg Motor India,Kona Ev,BEV,Not Eligible,231,1451688,3,Budget,Medium,4 Wheeler
119095,2023,Tvs Motor,Zs Ev,BEV,Not Eligible,89,1720881,3,Midrange,Short,4 Wheeler
119096,2023,Tvs Motor,Nexon Ev,BEV,Eligible,212,1204643,3,Budget,Medium,4 Wheeler
119097,2023,Ola Electric,Kona Ev,BEV,Not Eligible,379,1290807,3,Budget,Medium,4 Wheeler
119098,2023,Tvs Motor,Iqube,BEV,Eligible,396,3322853,3,Premium,Medium,2 Wheeler
119099,2023,Tvs Motor,Iqube,BEV,Eligible,188,2202579,3,Midrange,Short,2 Wheeler
119100,2023,Hyundai Ev,450X,BEV,Eligible,287,2161786,3,Midrange,Medium,2 Wheeler
119101,2023,Tata Motors,Kona Ev,BEV,Eligible,83,4146765,3,Premium,Short,4 Wheeler
119102,2023,Byd India,Atto 3,BEV,Eligible,229,2301173,3,Midrange,Medium,4 Wheeler
119103,2023,Ola Electric,Zs Ev,BEV,Not Eligible,169,4441795,3,Premium,Short,4 Wheeler
119104,2023,Byd India,450X,BEV,Eligible,460,3985038,3,Premium,Long,2 Wheeler
119105,2023,Ola Electric,Kona Ev,BEV,Eligible,266,3127175,3,Premium,Medium,4 Wheeler
119106,2023,Ather Energy,Nexon Ev,BEV,Eligible,500,1311049,3,Budget,Long,4 Wheeler
119107,2023,Tata Motors,Kona Ev,BEV,Eligible,325,1523222,3,Midrange,Medium,4 Wheeler
119108,2023,Tata Motors,Xuv400,BEV,Eligible,166,1098245,3,Budget,Short,4 Wheeler
119109,2023,Ather Energy,450X,BEV,Eligible,148,3536190,3,Premium,Short,2 Wheeler
119110,2023,Tvs Motor,Nexon Ev,BEV,Eligible,343,2000059,3,Midrange,Medium,4 Wheeler
119111,2023,Byd India,Zs Ev,PHEV,Eligible,333,1949230,3,Midrange,Medium,4 Wheeler
